Display Type,LinkedIn Link (map it to Links to get the logo),Startup Name ,Full Address,Description of startup,Website,Stage,# of Employees ,Section,Founded Year,Founded Source,Logo URL,Logo Source
profile,http://www.linkedin.com/company/funner,Funner,,"Funner is helping students do fun things together.  Through an app, students can discover other students with shared interests and quickly invite them to get together.  Funner can tell you who the funnest people are.",www.funner.com,Seed ,2-10,Consumer,2018,https://html.duckduckgo.com/html/?q=%22Funner%22+founded+year+www.funner.com,https://icons.duckduckgo.com/ip3/funner.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/giddydefi,Giddy,"13894 South Bangerter Parkway, Draper, UT","Giddy is your personal portal to the blockchain. Our self-custody mobile wallet provides a safe, easy-to-manage place for users to hold, trade, earn, and even shop with their crypto.",www.giddy.co,Series A ,2-10,FinTech,2021,https://html.duckduckgo.com/html/?q=giddydefi+founded+year,https://framerusercontent.com/images/fw3FwIPkTVfFptlbAfHh50nhIno.png,og:image
profile,http://www.linkedin.com/company/inherent-biosciences-inc,Inherent Biosciences,"26 South Rio Grande Street, Salt Lake City, UT",Inherent Biosciences is pioneering epigenetic medicine for complex diseases.,www.inherentbio.com,Series A ,2-10,Bio/Medical Tech,2019,https://html.duckduckgo.com/html/?q=inherent-biosciences-inc+founded+year,http://static1.squarespace.com/static/632a4494718002027c1301cf/t/632b276d68e28b11a7df05b3/1663772525973/inherent_logo.png?format=1500w,og:image
profile,http://www.linkedin.com/company/jipejobs,Jipe,"1053 Blackstone Drive, Fruit Heights, UT","Jipe® enters the job search market to connect entry-level job seekers with local hiring businesses in a new and meaningful way. Jipe's mobile solution provides a cool and fun interface job seekers actually WANT to use. We give businesses the right candidates, remove the unnecessary processes, and make finding your next hire so much easier!",www.jipejobs.com,Seed ,2-10,B2B Software,2020,https://html.duckduckgo.com/html/?q=%22Jipe%22+founded+year+www.jipejobs.com,https://icons.duckduckgo.com/ip3/jipejobs.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/jobwise-recruiting,Veras ,"3400 North Ashton Boulevard, Lehi, UT","Veras is the first solution to help long-term care and senior housing operators save millions of dollars by optimizing your workforce with AI—cutting agency, overtime, overstaffing, churn, and time spent on scheduling and call-offs.",www.jobwise.com,Seed ,2-10,B2B Software,2014,https://html.duckduckgo.com/html/?q=jobwise-recruiting+founded+year,https://icons.duckduckgo.com/ip3/jobwise.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/ketonatural-pet-foods,KetoNatural Pet Foods,"181 E Edith Ave, Salt Lake City, Utah, 84111","We believe that the best way to make pets healthier and happier is by educating and empowering their owners. That's why we aspire to be the most honest, substantive, and progressive company in the history of the pet care industry.",www.ketonaturalpetfoods.com,Seed ,2-10,Consumer,2017,https://html.duckduckgo.com/html/?q=ketonatural-pet-foods+founded+year,https://icons.duckduckgo.com/ip3/ketonaturalpetfoods.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/getkolla,Kolla,"276 East 12200 South, Draper, UT","Kolla helps emerging and established DSOs get access to, and share their data across all their locations. We unlock your data so you can finally centralize your operations, truly customize your reporting, and take your organization to the next level.",www.getkolla.com,Seed ,2-10,B2B Software,2021,https://html.duckduckgo.com/html/?q=getkolla+founded+year,https://www.getkolla.com/favicon/web-app-manifest-512x512.png,og:image
profile,http://www.linkedin.com/company/kradoinc,Krado,"2223 South Highland Drive, Salt Lake City, UT","Krado is an integrative plantcare system rooted real-time data that helps your plants prosper through leaflet, our app, growing plant database, and plant nourishment products - all delivered in a simple, frictionless subscription designed to precisely fit you and your plant’s needs.",www.krado.co,Seed ,2-10,Consumer,2019,https://html.duckduckgo.com/html/?q=%22Krado%22+founded+year+www.krado.co,https://icons.duckduckgo.com/ip3/krado.co.ico,ddg-favicon
profile,http://www.linkedin.com/company/leash-laboratories,Leash Bio,"48 South Rio Grande Street, Salt Lake City, UT","Every single machine learning (ML)-driven breakthrough, from language translation to Go championships, was immediately preceded not by an algorithmic innovation but by a massive, well-controlled, purpose-built dataset. An ML-driven breakthrough in medicinal chemistry is going to require a similar dataset, but such high-quality, well-structured experimental data doesn’t exist yet. We're building that data set by making physical measurements of lots of targets (with automated in-house protein production) screened against lots of compounds (with DNA-encoded chemical libraries). We're also building the ML models, that will eventually be generalizable across any protein and novel medicines using insights from our models.",www.leash.bio,Seed ,2-10,Bio/Medical Tech,2022,https://html.duckduckgo.com/html/?q=%22Leash+Bio%22+founded+year+www.leash.bio,https://assets-global.website-files.com/655d4882a85df176a60c4034/6572d16e42fe2b41798c61be_flow.gif,og:image
profile,http://www.linkedin.com/company/leewayhq,Leeway,"1920 Blaine Avenue, Salt Lake City, UT",Leeway is a modern benefits administration platform that empowers health insurance brokers and businesses to provide Individual Coverage Health Reimbursement Arrangements (ICHRA) using state-of-the-art technologies.,www.leewayhq.com,Seed ,2-10,B2B Software,2022,https://html.duckduckgo.com/html/?q=%22Leeway%22+founded+year+www.leewayhq.com,https://cdn.prod.website-files.com/65264924fda97dd94c9c03ef/652e4e0b39e53cfb4d1d7286_og-image.png,og:image
profile,http://www.linkedin.com/company/literalapp,Literal ,"1555 Freedom Boulevard, Provo, UT","1555 Freedom Boulevard, Provo, UT",www.literalapp.com,Series A ,2-10,B2B Software,2018,https://html.duckduckgo.com/html/?q=www.literalapp.com+founded+year,https://www.literalapp.com/static/app-assets/images/ico/apple-touch-icon.555af2b2de3c.png,apple-touch-icon
profile,http://www.linkedin.com/company/looloo-us,LooLoo,"12101 State Street, Draper, UT",Manufacturer of automatic toilet freshener intended to eliminate toilet odors with a mist of natural essential oils and other simple ingredients. ,www.getlooloo.com,Seed ,2-10,Consumer,2017,https://html.duckduckgo.com/html/?q=looloo-us+founded+year,http://getlooloo.com/cdn/shop/files/LooLoo_Summer231483_4.webp?v=1696369257,og:image
profile,http://www.linkedin.com/company/massetai,Masset,"815 South East Mountain Circle, Alpine, UT",Turn your B2B content into revenue. ,www.getmasset.com,Seed ,2-10,B2B Software,2022,https://html.duckduckgo.com/html/?q=www.getmasset.com+founded+year,https://www.getmasset.com/api/og,og:image
profile,http://www.linkedin.com/company/mindsmith1,Mindsmith,"800 West University Parkway, Orem, UT",Mindsmith is an eLearning authoring tool that uses generative AI to turn the eLearning development process from hundreds of hours to minutes.,www.mindsmith.ai,Seed ,2-10,B2B Software,2022,https://html.duckduckgo.com/html/?q=%22Mindsmith%22+founded+year+www.mindsmith.ai,https://www.mindsmith.ai/en/opengraph-image?96012b4a191b2870,og:image
profile,http://www.linkedin.com/company/nanospot-ai,NanoSpot.ai,"630 South Komas Drive, Salt Lake City, UT","NanoSpot.ai leverages an innovative agglutination-based approach paried with an artificial intelligence-driven mobile application to deliver rapid (<3min STA), accurate, and quantitative results to the point of care.",www.nanospot.ai,Seed ,2-10,Bio/Medical Tech,2022,https://html.duckduckgo.com/html/?q=nanospot-ai+founded+year,https://icons.duckduckgo.com/ip3/nanospot.ai.ico,ddg-favicon
profile,http://www.linkedin.com/company/nodal-power,Nodal Power,"250 E 200 S, Salt Lake City UT 84111",Nodal Power produces renewable energy using landfill biogas. We give this otherwise underutilized gas a beneficial use by setting up renewable electricity power plants.,www.nodalpower.com,Seed ,2-10,Energy,2021,https://html.duckduckgo.com/html/?q=%22Nodal+Power%22+founded+year+www.nodalpower.com,https://icons.duckduckgo.com/ip3/nodalpower.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/pageport,Pageport,"272 North 100 East, American Fork, UT",Building hyper-personalized landing pages for every lead.,www.pageport.com,Seed ,2-10,B2B Software,2023,https://html.duckduckgo.com/html/?q=%22Pageport%22+founded+year+www.pageport.com,https://www.pageport.com/img/pageport_logo_dark.png,og:image
profile,http://www.linkedin.com/company/pale-blue-earth,Pale Blue,"2750 Rassmussen Road, Park City, UT","10 million batteries end up in US landfills every day. One pack of Paleblue can replace up to 4,000 alkalines. Save $$$, keep toxic disposable batteries out of landfills and join the rechargeable revolution!",www.paleblueearth.com,Seed ,2-10,Consumer,2018,https://html.duckduckgo.com/html/?q=%22Pale+Blue%22+founded+year+www.paleblueearth.com,http://paleblueearth.com/cdn/shop/files/Paleblue_Social_Logo.webp?v=1689261552,og:image
profile,https://www.linkedin.com/company/parakeet-financial/,Parakeet Financial,"Midvale, UT ","Parakeet is a cutting-edge compliance automation and risk management platform built specifically for industrial sector businesses. We streamline complex regulatory workflows, helping companies automate processes like regulatory reporting, risk assessments, ESG initiatives, and internal audits. Our platform empowers compliance, risk, and supply chain teams to handle these challenges more efficiently.",www.parakeetfinancial.com,Seed ,2-10,B2B Software,2023,https://html.duckduckgo.com/html/?q=%22Parakeet+Financial%22+founded+year+www.parakeetfinancial.com,https://icons.duckduckgo.com/ip3/parakeetfinancial.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/pyrofex,Pyrofex,"4692 N 300 W, Orem, Utah, 84604","At Pyrofex Corporation, we're creating the next generation of blockchain platforms and decentralized applications.",pyrofex.net,Seed ,2-10,B2B Software,2016,https://html.duckduckgo.com/html/?q=%22Pyrofex%22+founded+year+pyrofex.net,https://pyrofex.net/logo192.png,apple-touch-icon
profile,https://www.linkedin.com/company/signalhero/,SignalHero ,"2376 East 3395 South, Salt Lake City, UT","Drive customer revenue with AI built for retention, cross-sell, and upsell.",www.signalhero.io,Seed ,2-10,B2B Software,,https://html.duckduckgo.com/html/?q=www.signalhero.io+founded+year,https://cdn.prod.website-files.com/66df2b09495b5efc20d9f98e/66e1eaccf5c1017e5cb77d2c_Brown%20and%20Light%20Brown%2C%20Circle%20Framed%20Instagram%20Profile%20Picture%20(256%20x%20256%20px).png,apple-touch-icon
profile,http://www.linkedin.com/company/iristechs,Roger ,"1441 Perry Avenue, Salt Lake City, UT","Roger is construction's collaboration workspace – keeping project managers focused, prioritized, and on track.",www.tryroger.com,Seed ,2-10,B2B Software,,https://html.duckduckgo.com/html/?q=www.tryroger.com+founded+year,https://icons.duckduckgo.com/ip3/tryroger.com.ico,ddg-favicon
profile,https://www.linkedin.com/company/slipstream-medical/,Slipstream Medical,"299 South Main Street, Salt Lake City, UT","The developer of Stiletto, a direct-insertion intermediate-dwell catheter that provides up to 28 days of performance.",www.slipstreammedical.com,Series A ,2-10,Bio/Medical Tech,2023,https://html.duckduckgo.com/html/?q=%22Slipstream+Medical%22+founded+year+www.slipstreammedical.com,https://icons.duckduckgo.com/ip3/slipstreammedical.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/stream-os,StreamOS,Salt Lake City,"Bringing the state of the art of data and AI, streamOS empowers finance teams with a fully automated, configurable, auditable, and observable platform.",www.streamos.io,Seed ,2-10,FinTech,,https://html.duckduckgo.com/html/?q=www.streamos.io+founded+year,assets/images/apple-touch-icon.png,apple-touch-icon
profile,http://www.linkedin.com/company/stumblofficial,stumbl,"5526 West 13400 South, Herriman, UT",Stumbul is a Marketplaces to discover bargains and hidden treasures from designer brands and boutiques.,www.stumbl.com,Seed ,2-10,Consumer,2023,https://html.duckduckgo.com/html/?q=%22stumbl%22+founded+year+www.stumbl.com,https://icons.duckduckgo.com/ip3/stumbl.com.ico,ddg-favicon
profile,https://www.linkedin.com/company/swyf-inc/,Swyf,Salt Lake City,"We're a group of ambitious software engineers, product creators, and most importantly, regular people that just want simple finance tools to help us live our life. We believe everyone should have access to the best financial options - no strings attached.",www.swyf.app,Seed ,2-10,FinTech,2013,https://html.duckduckgo.com/html/?q=swyf-inc+founded+year,https://icons.duckduckgo.com/ip3/swyf.app.ico,ddg-favicon
profile,http://www.linkedin.com/company/gettreads,Treads,"1090 Center Drive, Park City, UT",Treads is an AI-powered car management subscription designed to make car ownership more enjoyable by eliminating the hassle of car maintenance while making the roads safer for everyone.,www.treads.app,Seed ,2-10,Consumer,2019,https://html.duckduckgo.com/html/?q=%22Treads%22+founded+year+www.treads.app,https://icons.duckduckgo.com/ip3/treads.app.ico,ddg-favicon
profile,http://www.linkedin.com/company/upkid,Upkid,"3450 Triumph Boulevard, Lehi, UT",Upkid is solving the child care shortage in America by providing daycares with qualified flexible staff.,www.upkid.com,Seed ,2-10,Marketplaces,2020,https://html.duckduckgo.com/html/?q=%22Upkid%22+founded+year+www.upkid.com,https://cdn.prod.website-files.com/61157274e97e06297f461117/6160bcd1f1eb5612716b2045_ogupkid.jpg,og:image
profile,http://www.linkedin.com/company/viori-beauty,Viori,"1123 North 1430 West, Orem, UT","Our mission is to create highly-effective, natural cosmetics that honors the values and traditions of the Red Yao.",www.viori.com,Seed ,2-10,Consumer,2019,https://html.duckduckgo.com/html/?q=%22Viori%22+founded+year+www.viori.com,https://viori.com/cdn/shop/files/social_meta_viori_e089b0e2-f2a1-4101-a872-421065b61bd3_1200x628.png?v=1626241676,og:image
profile,http://www.linkedin.com/company/yoodlize,Yoodlize,"826 South Carterville Road, Orem, UT","Meet Yoodlize, the peer-to-peer rental platform that makes it fun, safe, and easy to rent things to or from people in your area.",www.yoodlize.com,Seed ,2-10,Consumer,2018,https://html.duckduckgo.com/html/?q=%22Yoodlize%22+founded+year+www.yoodlize.com,https://cdn.prod.website-files.com/688cbe6fbe224dfe423ccb06/69500ef6caa6687a941fe524_256.png,apple-touch-icon
profile,http://www.linkedin.com/company/getzaymo,Zaymo,"560 South 100 West, Provo, UT",Zaymo is a tool for eCommerce brands to allow customers to shop in their emails by embedding the shopping experience,www.zaymo.com,Seed ,2-10,B2B Software,2023,https://html.duckduckgo.com/html/?q=%22Zaymo%22+founded+year+www.zaymo.com,https://zaymo.com/opengraph.png,og:image
,,,,,,,,,,,,
profile,http://www.linkedin.com/company/after-com,After.com,"560 South 100 West, Provo, UT","After.com is the new home for funerals. We help families arrange and pre-plan simple cremations online in minutes with affordable, upfront pricing and absolutely no hidden costs or markups. Ever. We’re far from traditional, but we offer the same services and have the same licenses and credentials as traditional funeral homes. Our internet-first experience saves you time, money and energy for what matters—celebrating the life of your loved one.",www.after.com,Series A ,11-50,Consumer,2020,https://html.duckduckgo.com/html/?q=%22After.com%22+founded+year+www.after.com,https://cdn.prod.website-files.com/64677f83492d28190ff3e3b8/648cc0e5f91513672456e2a1_OG.webp,og:image
profile,http://www.linkedin.com/company/applausehq,Applause,"5442 South 900 East, Salt Lake City, UT",Applause is a SaaS start-up founded by experienced entrepreneurs and backed by some of the best VCs in Silicon Slopes. We’re focused on helping companies supercharge their team’s performance so they can win more lifelong customers.,www.applausehq.com,Series A ,11-50,B2B Software,2022,https://html.duckduckgo.com/html/?q=applausehq+founded+year,https://cdn.prod.website-files.com/689484ae9f530620d595ea19/68d3633e02b24d8e069f06a2_webclipV1.png,apple-touch-icon
profile,http://www.linkedin.com/company/attestiv,Attestiv,"2701 North Thanksgiving Way, Lehi, UT","Attestiv puts authenticity into photos, videos and documents by utilizing advanced technologies in AI and tamper-proofing. Attestiv products create new efficiencies, offer unrivaled deepfake and fraud prevention and maintain interoperability with existing infrastructure.",www.attestiv.com,Seed ,11-50,Security ,2018,https://html.duckduckgo.com/html/?q=%22Attestiv%22+founded+year+www.attestiv.com,https://icons.duckduckgo.com/ip3/attestiv.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/realawsm,Awsm,,"We're a platform for brands to easily share equity with employees, customers, and influencers. The super power for loyalty you've been missing. Leverage ownership for boosted performance, increased growth, and enhanced retention across your teams, partners, ambassadors, and consumers. ",www.awsm.com,Seed ,11-50,FinTech,2021,https://html.duckduckgo.com/html/?q=%22Awsm%22+founded+year+www.awsm.com,https://cdn.prod.website-files.com/650b98993c444474464176b9/650b99d6bb9ef496ccb03263_webclip-ondark.png,og:image
profile,http://www.linkedin.com/company/goboostly,Boostly,"560 South 100 West, Provo, UT",Boostly provides text marketing & feedback software for restaurants that works seamlessly with their POS & online ordering providers.,www.boostly.com,Seed ,11-50,B2B Software,2017,https://html.duckduckgo.com/html/?q=%22Boostly%22+founded+year+www.boostly.com,https://framerusercontent.com/assets/oyTJV04Z2m5EklFWks7BT9ZKWQ.png,og:image
profile,http://www.linkedin.com/company/getbritehr,Brite,"341 South Main Street Floor, Salt Lake City, UT",Brite is benefits education software built for benefits brokers. Our platform allows you to scale superior benefits education across any size client. Brite combines customizable content with integrated decision support tools to give employees an education experience like nothing they have ever experienced.,www.britebenefits.com,Series A ,11-50,B2B Software,2019,https://html.duckduckgo.com/html/?q=getbritehr+founded+year,https://cdn.prod.website-files.com/687faf1501735ecaecd43546/687faf1501735ecaecd43643_Frame%205546.jpg,apple-touch-icon
profile,http://www.linkedin.com/company/brooksee,Brooksee,"374 South 671 West, Pleasant Grove, UT","Brooksee is redefining the endurance industry by producing world-class events and delivering cutting-edge timing technology. With a national portfolio that includes iconic races like the Portland Marathon, Las Vegas Marathon, Mesa Marathon, and the REVEL Race Series, Brooksee hosts over 60,000 participants annually.",www.brooksee.com,Seed ,11-50,B2B Software,2012,https://html.duckduckgo.com/html/?q=%22Brooksee%22+founded+year+www.brooksee.com,https://icons.duckduckgo.com/ip3/brooksee.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/builtforteams,Built for Teams,"155 North 400 West, Salt Lake City, UT","Built is a unique Position Intelligence platform that provides leaders with tools for organizational planning, scenario modeling, accurate headcount budgeting and reporting, and succession planning.",www.builtapp.com,Seed ,11-50,B2B Software,,https://html.duckduckgo.com/html/?q=www.builtapp.com+founded+year,https://www.builtapp.com/images/logos/built.png,og:image
profile,http://www.linkedin.com/company/cardagraph,Cardagraph,"2961 Maple Loop Drive, Lehi, UT","Cardagraph is a product release roadmapping tool that uses AI to know what can fit on your roadmap. Plan with accurate + updated release timelines you can trust and stop running blind.
",www.cardagraph.com,Seed ,11-50,B2B Software,2019,https://html.duckduckgo.com/html/?q=%22Cardagraph%22+founded+year+www.cardagraph.com,https://framerusercontent.com/assets/jmDrN65KBZ5HDxtFHzRGYBQI.png,og:image
profile,http://www.linkedin.com/company/cinchplatform,Cinch ,"67 W 13490, Draper, UT 84020",Cinch is a marketing automation platform—built on an enterprise-level customer data platform. Why does that matter? Because the success of your marketing communications rests on the power of your customer database.,www.cinch.io,Seed ,11-50,B2B Software,2020,https://html.duckduckgo.com/html/?q=cinchplatform+founded+year,https://icons.duckduckgo.com/ip3/cinch.io.ico,ddg-favicon
profile,http://www.linkedin.com/company/cloud-storage-security,Cloud Storage Security,"1944 East Ashley Mesa Lane, Sandy, UT",Cloud Storage Security protects data in the cloud and on premises so that businesses can move forward freely and fearlessly.,cloudstoragesecurity.com,Series B ,11-50,Security ,2020,https://html.duckduckgo.com/html/?q=%22Cloud+Storage+Security%22+founded+year+cloudstoragesecurity.com,https://icons.duckduckgo.com/ip3/cloudstoragesecurity.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/joincontinuum,Continuum ,"2845 East 3365 South, Salt Lake City, UT","Continuum is a fractional executive Marketplaces for venture-backed startups. Find experienced, on-demand startup operators to help you navigate your most urgent company growth challenges.",joincontinuum.com,Series A ,11-50,B2B Software,2013,https://html.duckduckgo.com/html/?q=%22Continuum%22+founded+year+joincontinuum.com,https://icons.duckduckgo.com/ip3/joincontinuum.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/dropletforms,Droplet ,"2701 North Thanksgiving Way, Lehi, UT","Droplet provides a software solution to eliminate paper documents and time consuming approval workflows. Built with school districts in mind but available to all! Digitize paper forms, add in multi-step approval & routing logic, collect e-signatures and keep all important documents in a secure location.",www.droplet.io,Seed ,11-50,B2B Software,2020,https://html.duckduckgo.com/html/?q=%22Droplet%22+founded+year+www.droplet.io,https://icons.duckduckgo.com/ip3/droplet.io.ico,ddg-favicon
profile,http://www.linkedin.com/company/getelements,Elements ,"879 Baxter Drive, South Jordan, UT",Elements gives financial planning firms the modern tools they need to quickly demonstrate value to prospective clients and consistently grow their revenue.,www.getelements.com,Seed ,11-50,FinTech,2020,https://html.duckduckgo.com/html/?q=%22Elements%22+founded+year+www.getelements.com,https://icons.duckduckgo.com/ip3/getelements.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/emberhome,Ember,"1850 W Ashton Blvd, Lehi, UT 84043","Ember is a real estate proptech company reimagining the vacation home experience through technology, service, and co-ownership.",www.emberhome.com,Series A ,11-50,Consumer,2021,https://html.duckduckgo.com/html/?q=emberhome+founded+year,https://icons.duckduckgo.com/ip3/emberhome.com.ico,ddg-favicon
profile,http://www.linkedin.com/company/flowell-inc,Flowell,"419 East Coatsville Avenue, Salt Lake City, UT",We help health coaches land a job or start their business in half the time! Join a community dedicated to your success!,www.flowell.co,Seed ,11-50,Consumer,2020,https://html.duckduckgo.com/html/?q=%22Flowell%22+founded+year+www.flowell.co,https://icons.duckduckgo.com/ip3/flowell.co.ico,ddg-favicon
